VALID,VALID2,LAT,LON,MAG,WFO,TYPECODE,TYPETEXT,CITY,COUNTY,STATE,SOURCE,REMARK,UGC,UGCNAME,QUALIFIER
201906220032,2019/06/22 00:32,36.85,-86.45,None,LMK,D,TSTM WND DMG,3 SW PLANO,WARREN,KY,PUBLIC,TREE DOWN. SOCIAL MEDIA REPORT. REPORTED AT OLD UNION CHURCH ROAD KENTUCKY 42104.,KYC227,Warren,
201906220035,2019/06/22 00:35,36.68,-86.61,51.0,LMK,G,TSTM WND GST,3 ENE PROVIDENCE,SIMPSON,KY,MESONET,MEASURED AT THE SIMPSON COUNTY KENTUCKY MESONET STATION.,KYC213,Simpson,M
201906220035,2019/06/22 00:35,36.80,-86.48,None,LMK,T,TORNADO,4 NNW GOLD CITY,SIMPSON,KY,NWS STORM SURVEY,BRIEF EF1 TORNADO TOUCHED DOWN NEAR I-65. THE SURVEY CREW FOUND A MIXTURE OF STRAIGHT LINE WINDS AND A SMALL AREA OF A TORNADO EMBEDDED WITHIN. THE TORNADO HIT THE SALEM ROAD AREA HARD WITH EXTENSIVE,KYC213,Simpson,
201906220035,2019/06/22 00:35,35.65,-88.39,None,MEG,D,TSTM WND DMG,LEXINGTON,HENDERSON,TN,EMERGENCY MNGR,SEVERAL TREES DOWN ACROSS HENDERSON COUNTY.,TNC077,Henderson,
201906220036,2019/06/22 00:36,35.75,-87.80,None,OHX,D,TSTM WND DMG,LOBELVILLE,PERRY,TN,911 CALL CENTER,WIDESPREAD TREE DAMAGE AND POWER OUTAGES. TREE FELL ON A HOUSE IN LOBELVILLE.,TNC135,Perry,
201906220036,2019/06/22 00:36,37.66,-89.01,None,PAH,F,FLASH FLOOD,6 SW MARION,WILLIAMSON,IL,MESONET,2.22 INCHES OF RAIN FELL IN TWO HOURS. SIGNIFICANT CREEK FLOODING.,ILC199,Williamson,
201906220038,2019/06/22 00:38,36.80,-86.48,None,LMK,D,TSTM WND DMG,4 NNW GOLD CITY,SIMPSON,KY,BROADCAST MEDIA,SOCIAL MEDIA REPORT OF ROOF BLOWN OFF A HOME ON BLACKJACK RD IN NE SIMPSON COUNTY. LOCATED NEAR WHITESIDE FORD RD. TIME ESTIMATED FROM RADAR.,KYC213,Simpson,
201906220038,2019/06/22 00:38,36.75,-86.45,None,LMK,D,TSTM WND DMG,GOLD CITY,SIMPSON,KY,BROADCAST MEDIA,VIEWER REPORTS NUMEROUS TREES DOWN ALONG CRAFT ROAD AND BARN SCHOOL ROAD.,KYC213,Simpson,
201906220039,2019/06/22 00:39,36.77,-86.39,None,LMK,T,TORNADO,1 NNW MT. ARIEAL,ALLEN,KY,NWS STORM SURVEY,ANOTHER EF1 TORNADO EMBEDDED WITHIN A WIDESPREAD SWATH OF STRAIGHT LINE WIND DAMAGE. THIS ONE WAS ON THE GROUND LONGER_ 4.6 MILES AND HAD A PEAK WIND OF 95 MPH AND WIDTH OF 125 YARDS. THE TORNADO TOU,KYC003,Allen,
201906220041,2019/06/22 00:41,40.49,-107.25,2.04,GJT,R,HEAVY RAIN,HAYDEN,ROUTT,CO,CO-OP OBSERVER,CO-OP OBSERVER STATION HAYC2 HAYDEN.,COC107,Routt,M
201906220042,2019/06/22 00:42,36.50,-86.88,80.0,OHX,G,TSTM WND GST,SPRINGFIELD,ROBERTSON,TN,TRAINED SPOTTER,ESTIMATED 80 MPH WIND GUST IN SPRINGFIELD,TNC147,Robertson,E
201906220043,2019/06/22 00:43,36.72,-86.52,None,LMK,D,TSTM WND DMG,3 E FRANKLIN,SIMPSON,KY,EMERGENCY MNGR,TREE DOWN ON GOLD CITY ROAD NEAR ROARK ROAD IN SIMPSON COUNTY.,KYC213,Simpson,
201906220043,2019/06/22 00:43,35.98,-87.12,None,OHX,D,TSTM WND DMG,FAIRVIEW,WILLIAMSON,TN,AMATEUR RADIO,TREE DOWN ON HOUSE AT INTERSECTION OF FAIRLAWN RD AND BRUSH CREEK RD.,TNC187,Williamson,
201906220044,2019/06/22 00:44,36.50,-86.88,1.0,OHX,H,HAIL,SPRINGFIELD,ROBERTSON,TN,TRAINED SPOTTER,1 INCH HAIL IN SPRINGFIELD,TNC147,Robertson,E
201906220044,2019/06/22 00:44,35.79,-87.45,None,OHX,D,TSTM WND DMG,CENTERVILLE,HICKMAN,TN,LAW ENFORCEMENT,TREES DOWN COUNTY WIDE.,TNC081,Hickman,
201906220045,2019/06/22 00:45,36.70,-86.42,None,LMK,D,TSTM WND DMG,3 NE RAPIDS,SIMPSON,KY,EMERGENCY MNGR,LARGE TREE DOWN AT SIMPSON/ALLEN COUNTY LINE ON HWY 100.,KYC213,Simpson,
201906220045,2019/06/22 00:45,36.78,-86.41,None,LMK,D,TSTM WND DMG,3 NW MT. ARIEAL,SIMPSON,KY,EMERGENCY MNGR,TREE ACROSS ROAD AT HARRIS/TEMPERANCE ROADS IN SIMPSON COUNTY.,KYC213,Simpson,
201906220046,2019/06/22 00:46,32.73,-101.45,1.0,MAF,H,HAIL,3 S GAIL,BORDEN,TX,PUBLIC,,TXC033,Borden,M
201906220048,2019/06/22 00:48,39.08,-108.44,0.25,GJT,H,HAIL,CLIFTON,MESA,CO,NWS EMPLOYEE,LARGEST HAIL 0.625 INCHES.,COC077,Mesa,M
201906220050,2019/06/22 00:50,32.77,-101.45,59.0,MAF,G,TSTM WND GST,GAIL,BORDEN,TX,MESONET,,TXC033,Borden,M
201906220050,2019/06/22 00:50,36.17,-86.78,None,OHX,D,TSTM WND DMG,NASHVILLE,DAVIDSON,TN,EMERGENCY MNGR,TREES AND POWER LINES DOWN THROUGHOUT THE COUNTY WITH SEVERAL FALLING ON HOMES. 77 POWER POLES WERE SNAPPED. OVER 48000 PEOPLE WITHOUT POWER.,TNC037,Davidson,
201906220056,2019/06/22 00:56,36.20,-86.69,None,OHX,D,TSTM WND DMG,3 NNW DONELSON,DAVIDSON,TN,NWS STORM SURVEY,A MICROBURST AFFECTED THE SUNSET VIEW AND CUMBERLAND TRACE NEIGHBORHOODS ALONG MCGAVOCK PIKE AND ADJACENT SIDE STREETS. SCATTERED TREES AND POWER LINES WERE BLOWN DOWN IN THIS AREA TOWARDS THE SOUTHE,TNC037,Davidson,
201906220056,2019/06/22 00:56,36.29,-86.60,None,OHX,D,TSTM WND DMG,HENDERSONVILLE,SUMNER,TN,NWS EMPLOYEE,TREES DOWN IN HENDERSONVILLE.,TNC165,Sumner,
201906220057,2019/06/22 00:57,36.17,-86.78,None,OHX,D,TSTM WND DMG,NASHVILLE,DAVIDSON,TN,PUBLIC,TREES AND POWERLINES DOWN WESTERN HALF OF COUNTY.,TNC037,Davidson,
201906220100,2019/06/22 01:00,39.50,-108.38,0.98,GJT,R,HEAVY RAIN,15 NW DE BEQUE,GARFIELD,CO,CO-OP OBSERVER,CO-OP OBSERVER STATION ATBC2 ALTENBERN_ DEBEQUE 15SE.,COC045,Garfield,M
201906220100,2019/06/22 01:00,36.75,-86.21,49.0,LMK,G,TSTM WND GST,1 W SCOTTSVILLE,ALLEN,KY,MESONET,RECORDED AT THE ALLEN COUNTY KENTUCKY MESONET STATION.,KYC003,Allen,M
201906220100,2019/06/22 01:00,36.78,-86.04,None,LMK,D,TSTM WND DMG,3 ENE MAYNARD,BARREN,KY,911 CALL CENTER,TREE DOWN. REPORTED AT BEWLEY TOWN RUNAWAY DRIVE KENTUCKY.,KYC009,Barren,
201906220100,2019/06/22 01:00,36.78,-86.14,None,LMK,D,TSTM WND DMG,3 WNW MAYNARD,ALLEN,KY,BROADCAST MEDIA,*** 1 FATAL *** A TREE KILLED A MAN WHEN IT FELL ON HIS TRUCK ON WASHINGTON SCHOOL ROAD.,KYC003,Allen,
201906220100,2019/06/22 01:00,36.62,-86.08,None,OHX,D,TSTM WND DMG,7 NNW LAFAYETTE,MACON,TN,NWS STORM SURVEY,AN UNUSUALLY LARGE AND INTENSE DOWNBURST MOVED SOUTHEAST ACROSS NORTHERN MACON COUNTY FROM THE KENTUCKY BORDER TO AROUND HIGHWAY 261. SCATTERED TREES WERE SNAPPED AND UPROOTED...NUMEROUS BARNS WERE D,TNC111,Macon,
201906220100,2019/06/22 01:00,36.18,-86.66,None,OHX,T,TORNADO,2 NNE DONELSON,DAVIDSON,TN,NWS STORM SURVEY,A BRIEF EF0 TORNADO TOUCHED DOWN IN STONES RIVER BEND PARK AND MOVED SOUTHEAST ACROSS THE STANDFORD ESTATES SUBDIVISION AND STONES RIVER GREENWAY BEFORE LIFTING. NUMEROUS LARGE TREES WERE SNAPPED AND,TNC037,Davidson,
201906220101,2019/06/22 01:01,36.83,-86.01,None,LMK,D,TSTM WND DMG,1 NE AUSTIN,BARREN,KY,911 CALL CENTER,CORRECTS PREVIOUS TSTM WND DMG REPORT FROM 1 NE AUSTIN. TREE DOWN. REPORTED IN 4000 BLOCK OF AUSTIN TRACEY ROAD KENTUCKY.,KYC009,Barren,
201906220101,2019/06/22 01:01,36.83,-86.01,None,LMK,D,TSTM WND DMG,1 NE AUSTIN,BARREN,KY,911 CALL CENTER,TREE DOWN. REPORTED AT 4060 AUSTIN TRACEY ROAD KENTUCKY.,KYC009,Barren,
201906220101,2019/06/22 01:01,36.19,-86.59,None,OHX,D,TSTM WND DMG,2 E HERMITAGE,DAVIDSON,TN,NWS EMPLOYEE,TREE OVER ROAD WITH POWER LINES DOWN ON TULIP GROVE RD JUST NORTH OF OLD LEBANON DIRT RD.,TNC037,Davidson,
201906220101,2019/06/22 01:01,36.23,-86.60,None,OHX,D,TSTM WND DMG,2 WSW GREEN HILL,DAVIDSON,TN,NWS EMPLOYEE,LARGE TREE OVER SAUNDERSVILLE RD. NEAR WYNTERGRACE FARM RD. BLOCKING TRAFFIC.,TNC037,Davidson,
201906220104,2019/06/22 01:04,36.94,-86.04,None,LMK,D,TSTM WND DMG,4 ENE FINNEY,BARREN,KY,911 CALL CENTER,TREE DOWN. REPORTED AT 5000-BLOCK FINNEY ROAD_ GLASGOW.,KYC009,Barren,
201906220104,2019/06/22 01:04,36.65,-86.08,None,LMK,T,TORNADO,4 SSW HOLLAND,ALLEN,KY,NWS STORM SURVEY,THE NATIONAL WEATHER SERVICE CONDUCTED A STORM DAMAGE SURVEY ACROSS SOUTHEAST ALLEN COUNTY TO ASSESS DAMAGE FROM THE STORMS ON FRIDAY EVENING_ JUNE 21. INTERSPERSED AMONGST THE STRAIGHT LINE WIND DAM,KYC003,Allen,
201906220104,2019/06/22 01:04,36.08,-86.61,None,OHX,T,TORNADO,6 NNW LA VERGNE,DAVIDSON,TN,NWS STORM SURVEY,A SMALL_ BRIEF EF0 TORNADO TOUCHED DOWN IN ANTIOCH NEAR THE INTERSECTION OF ANDERSON ROAD AND COUNTRY WAY ROAD AND MOVED SOUTHEAST BEFORE LIFTING NEAR SMITH SPRINGS PARKWAY AT MT VIEW ROAD. NUMEROUS ,TNC037,Davidson,
201906220106,2019/06/22 01:06,36.90,-85.92,None,LMK,D,TSTM WND DMG,1 N ROSEVILLE,BARREN,KY,911 CALL CENTER,CORRECTS PREVIOUS TSTM WND DMG REPORT FROM 1 N ROSEVILLE. MULTIPLE TREES DOWN ALONG ROSEVILLE ROAD. REPORTED AT ROSEVILLE ROAD KENTUCKY.,KYC009,Barren,
201906220106,2019/06/22 01:06,36.90,-85.92,None,LMK,D,TSTM WND DMG,1 N ROSEVILLE,BARREN,KY,911 CALL CENTER,MULTIPLE TREES DOWN ALONG ROSEVILLE ROAD. NO EXACT ADDRESSES PROVIDED. REPORTED AT ROSEVILLE ROAD KENTUCKY.,KYC009,Barren,
201906220106,2019/06/22 01:06,36.81,-85.94,None,LMK,D,TSTM WND DMG,2 ENE TRACY,BARREN,KY,911 CALL CENTER,TREES DOWN AT THE INTERSECTION OF THOMERSON PARK ROAD AND DESEATED CREEK ROAD.,KYC009,Barren,
201906220107,2019/06/22 01:07,36.62,-86.02,None,OHX,T,TORNADO,6 N LAFAYETTE,MACON,TN,NWS STORM SURVEY,A BRIEF EF1 TORNADO TOUCHED DOWN IN FAR NORTHERN MACON COUNTY NEAR GREEN VALLEY ROAD AND MOVED EASTWARD ACROSS OAK KNOB ROAD AND UNDERWOOD ROAD BEFORE LIFTING. HUNDREDS OF TREES WERE SNAPPED AND UPRO,TNC111,Macon,
201906220108,2019/06/22 01:08,35.93,-86.84,None,OHX,D,TSTM WND DMG,FRANKLIN,WILLIAMSON,TN,LAW ENFORCEMENT,TREES DOWN ACROSS THE COUNTY. CITIES OF FRANKLIN AND FAIRVIEW WERE THE HARDEST HIT AREAS.,TNC187,Williamson,
201906220108,2019/06/22 01:08,39.74,-96.31,None,TOP,F,FLASH FLOOD,3 NW VERMILLION,MARSHALL,KS,TRAINED SPOTTER,SPOTTER REPORTED FLOODING IN THE YARD.,KSC117,Marshall,
201906220110,2019/06/22 01:10,33.08,-101.52,68.0,LUB,G,TSTM WND GST,5 SSW GRAHAM,GARZA,TX,MESONET,,TXC169,Garza,M
201906220111,2019/06/22 01:11,32.95,-101.22,0.88,MAF,H,HAIL,6 NW FLUVANNA,BORDEN,TX,PUBLIC,,TXC033,Borden,M
201906220111,2019/06/22 01:11,32.95,-101.22,60.0,MAF,G,TSTM WND GST,6 NW FLUVANNA,BORDEN,TX,PUBLIC,,TXC033,Borden,M
201906220113,2019/06/22 01:13,38.76,-102.85,1.25,GLD,H,HAIL,3 W KIT CARSON,CHEYENNE,CO,PUBLIC,,COC017,Cheyenne,E
201906220114,2019/06/22 01:14,36.17,-86.78,None,OHX,D,TSTM WND DMG,NASHVILLE,DAVIDSON,TN,TRAINED SPOTTER,TREES DOWN ACROSS EASTERN PORTIONS OF THE COUNTY,TNC037,Davidson,
201906220115,2019/06/22 01:15,38.76,-102.80,0.88,GLD,H,HAIL,KIT CARSON,CHEYENNE,CO,PUBLIC,,COC017,Cheyenne,E
201906220115,2019/06/22 01:15,36.98,-85.63,None,LMK,D,TSTM WND DMG,1 WNW EDMONTON,METCALFE,KY,911 CALL CENTER,TREES DOWN AT INTERSECTION OF WEST STOCKTON STREET AND LOVE STREET.,KYC169,Metcalfe,
201906220115,2019/06/22 01:15,36.91,-85.65,None,LMK,D,TSTM WND DMG,3 NNW BEAUMONT,METCALFE,KY,911 CALL CENTER,TREES DOWN AT 6000 BLOCK OF TOMPKINSVILLE ROAD.,KYC169,Metcalfe,
201906220115,2019/06/22 01:15,36.05,-86.48,None,OHX,C,FUNNEL CLOUD,5 SSE RURAL HILL,RUTHERFORD,TN,SOCIAL MEDIA,FACEBOOK VIDEO SHOWED FUNNEL CLOUD IN THIS AREA. LOCATION ESTIMATED.,TNC149,Rutherford,
201906220115,2019/06/22 01:15,35.55,-87.56,None,OHX,D,TSTM WND DMG,HOHENWALD,LEWIS,TN,911 CALL CENTER,TREES DOWN AND POWER OUT_ ESPECIALLY ON HWY 20.,TNC101,Lewis,
201906220116,2019/06/22 01:16,33.05,-101.17,1.25,LUB,H,HAIL,2 ENE JUSTICEBURG,GARZA,TX,TRAINED SPOTTER,,TXC169,Garza,E
201906220116,2019/06/22 01:16,33.05,-101.17,1.75,LUB,H,HAIL,2 ENE JUSTICEBURG,GARZA,TX,TRAINED SPOTTER,,TXC169,Garza,E
201906220117,2019/06/22 01:17,36.52,-86.03,None,OHX,D,TSTM WND DMG,LAFAYETTE,MACON,TN,LAW ENFORCEMENT,TREES DOWN COUNTY WIDE. DAMAGE TO BARNS AND HOUSES ACROSS THE COUNTY. *POSSIBLE* TORNADO ACROSS NORTHERN PORTION OF COUNTY.,TNC111,Macon,
201906220120,2019/06/22 01:20,38.76,-102.65,1.0,GLD,H,HAIL,7 WSW FIRSTVIEW,CHEYENNE,CO,PUBLIC,PICTURE SHARED ON TWITTER. TIME ESTIMATED BY RADAR.,COC017,Cheyenne,E
201906220120,2019/06/22 01:20,38.76,-102.80,1.0,GLD,H,HAIL,KIT CARSON,CHEYENNE,CO,PUBLIC,,COC017,Cheyenne,E
201906220120,2019/06/22 01:20,38.76,-102.80,60.0,GLD,G,TSTM WND GST,KIT CARSON,CHEYENNE,CO,PUBLIC,,COC017,Cheyenne,E
201906220120,2019/06/22 01:20,35.44,-87.76,None,OHX,D,TSTM WND DMG,8 N WAYNESBORO,WAYNE,TN,911 CALL CENTER,TREES AND POWER LINES DOWN ACROSS THE NORTH-CENTRAL PORTION OF WAYNE COUNTY.,TNC181,Wayne,
201906220120,2019/06/22 01:20,35.62,-87.05,None,OHX,D,TSTM WND DMG,COLUMBIA,MAURY,TN,EMERGENCY MNGR,TREES DOWN AND POWER OUTAGES COUNTY WIDE. FIRE AND SHERIFF DEPT. ASSISTING IN REMOVING TREES FROM MAIN ROADWAYS.,TNC119,Maury,
201906220122,2019/06/22 01:22,36.39,-86.16,None,OHX,D,TSTM WND DMG,HARTSVILLE,TROUSDALE,TN,LAW ENFORCEMENT,TREES AND POWER LINES DOWN COUNTY WIDE...MOST NUMEROUS ACROSS WESTERN HALF OF COUNTY.,TNC169,Trousdale,
201906220122,2019/06/22 01:22,35.96,-86.38,None,OHX,D,TSTM WND DMG,WALTERHILL,RUTHERFORD,TN,NWS EMPLOYEE,WIDESPREAD TREE DAMAGE IN WALTERHILL.,TNC149,Rutherford,
201906220124,2019/06/22 01:24,35.71,-86.70,None,OHX,D,TSTM WND DMG,3 SW EAGLEVILLE,MARSHALL,TN,SOCIAL MEDIA,PHOTO OF TREE OVER FULLER RD IN COLLEGE GROVE.,TNC117,Marshall,
201906220124,2019/06/22 01:24,35.96,-86.38,None,OHX,D,TSTM WND DMG,WALTERHILL,RUTHERFORD,TN,NWS STORM SURVEY,A LARGE AND INTENSE DOWNBURST AFFECTED NORTHERN RUTHERFORD COUNTY FROM I-840 SOUTHEASTWARD TO AROUND THE WALTERHILL AREA. DOZENS OF TREES WERE SNAPPED AND UPROOTED...POWER LINES AND POLES WERE BLOWN ,TNC149,Rutherford,
201906220125,2019/06/22 01:25,33.20,-101.37,60.0,LUB,G,TSTM WND GST,1 NE POST,GARZA,TX,MESONET,,TXC169,Garza,M
201906220128,2019/06/22 01:28,35.86,-86.42,None,OHX,D,TSTM WND DMG,2 WNW MURFREESBORO,RUTHERFORD,TN,SOCIAL MEDIA,LARGE TREES DOWN OFF MEDICAL CENTER PKWY.,TNC149,Rutherford,
201906220129,2019/06/22 01:29,36.21,-86.69,None,OHX,D,TSTM WND DMG,2 E INGLEWOOD,DAVIDSON,TN,PUBLIC,TREES DOWN AT OPRY MILLS,TNC037,Davidson,
201906220130,2019/06/22 01:30,38.78,-102.80,1.25,GLD,H,HAIL,1 N KIT CARSON,CHEYENNE,CO,PUBLIC,,COC017,Cheyenne,E
201906220130,2019/06/22 01:30,33.20,-101.37,64.0,LUB,G,TSTM WND GST,1 NE POST,GARZA,TX,MESONET,,TXC169,Garza,M
201906220130,2019/06/22 01:30,36.70,-85.69,None,LMK,D,TSTM WND DMG,TOMPKINSVILLE,MONROE,KY,911 CALL CENTER,MULTIPLE REPORTS OF TREES AND POWER LINES DOWN. TIME IS ESTIMATED BASED OFF RADAR.,KYC171,Monroe,
201906220132,2019/06/22 01:32,47.91,-108.50,52.0,GGW,N,NON-TSTM WND GST,1 ESE ZORTMAN,PHILLIPS,MT,MESONET,MEASURED AT THE ZORTMAN BLM RAWS SITE ALDM8,MTC071,Phillips,M
201906220134,2019/06/22 01:34,41.78,-98.08,1.0,OAX,H,HAIL,5 S PETERSBURG,BOONE,NE,TRAINED SPOTTER,REPORTED AT LORETO_ NE.,NEC011,Boone,E
201906220134,2019/06/22 01:34,38.81,-102.55,63.0,GLD,G,TSTM WND GST,1 SW FIRSTVIEW,CHEYENNE,CO,MESONET,,COC017,Cheyenne,M
201906220135,2019/06/22 01:35,36.81,-85.43,53.0,LMK,G,TSTM WND GST,4 WNW BURKESVILLE,CUMBERLAND,KY,MESONET,REPORTED AT THE CUMBERLAND COUNTY KENTUCKY MESONET STATION.,KYC057,Cumberland,E
201906220136,2019/06/22 01:36,35.83,-86.17,None,OHX,D,TSTM WND DMG,READYVILLE,CANNON,TN,FIRE DEPT/RESCUE,TREES DOWN ON BRADYVILLE RD AND LOCKE'S CREEK NEAR READYVILLE.,TNC015,Cannon,
201906220140,2019/06/22 01:40,37.05,-85.31,None,LMK,D,TSTM WND DMG,3 S COLUMBIA,ADAIR,KY,911 CALL CENTER,MULTIPLE REPORTS OF TREES AND POWER LINES DOWN ACROSS THE SOUTHERN HALF OF ADAIR COUNTY.,KYC001,Adair,
201906220140,2019/06/22 01:40,36.79,-85.37,None,LMK,D,TSTM WND DMG,BURKESVILLE,CUMBERLAND,KY,911 CALL CENTER,MULTIPLE TREES AND POWER LINES DOWN THROUGHOUT THE COUNTY_ MAINLY IN BURKESVILLE. REPORTED AT BURKESVILLE KENTUCKY.,KYC057,Cumberland,
201906220141,2019/06/22 01:41,35.25,-87.34,None,OHX,D,TSTM WND DMG,LAWRENCEBURG,LAWRENCE,TN,LAW ENFORCEMENT,TREES DOWN ACROSS LAWRENCEBURG,TNC099,Lawrence,
201906220142,2019/06/22 01:42,36.36,-85.65,None,OHX,D,TSTM WND DMG,GAINESBORO,JACKSON,TN,911 CALL CENTER,WIDESPREAD TREE DAMAGE AND POWER OUTAGES ACROSS JACKSON COUNTY.,TNC087,Jackson,
201906220144,2019/06/22 01:44,36.55,-85.50,None,OHX,D,TSTM WND DMG,CELINA,CLAY,TN,LAW ENFORCEMENT,TREES AND POWERLINES DOWN COUNTY WIDE. A DOWNED POWERLINE CAUSED A FIRE WHICH BURNED AN OUTDOOR GARAGE DOWN TO THE GROUND AT NEELY CREEK.,TNC027,Clay,
201906220144,2019/06/22 01:44,35.85,-86.39,None,OHX,D,TSTM WND DMG,MURFREESBORO,RUTHERFORD,TN,PUBLIC,NUMEROUS TREES DOWN COUNTY WIDE.,TNC149,Rutherford,
201906220144,2019/06/22 01:44,35.49,-86.45,None,OHX,D,TSTM WND DMG,SHELBYVILLE,BEDFORD,TN,PUBLIC,NUMEROUS TREES DOWN COUNTY WIDE.,TNC003,Bedford,
201906220145,2019/06/22 01:45,39.43,-107.11,0.25,GJT,H,HAIL,2 NNW EL JEBEL,EAGLE,CO,COCORAHS,,COC037,Eagle,E
201906220145,2019/06/22 01:45,38.82,-102.37,0.7,GLD,H,HAIL,1 W CHEYENNE WELLS,CHEYENNE,CO,PUBLIC,,COC017,Cheyenne,E
201906220145,2019/06/22 01:45,38.85,-102.17,None,GLD,D,TSTM WND DMG,ARAPAHOE,CHEYENNE,CO,PUBLIC,PARTS OF A HOUSE WAS STRIPPED TO THE CONCRETE.,COC017,Cheyenne,
201906220145,2019/06/22 01:45,36.39,-85.47,None,OHX,D,TSTM WND DMG,8 W LIVINGSTON,OVERTON,TN,TRAINED SPOTTER,NUMEROUS TREES DOWN IN AN AT LEAST 2 MILE LONG BY 0.75 MILE WIDE PATH FROM OLD UNION ROAD AT BOLES ROAD TO STANDING STONE HIGHWAY AT CAMPGROUND ROAD.,TNC133,Overton,
201906220145,2019/06/22 01:45,35.43,-87.31,None,OHX,D,TSTM WND DMG,SUMMERTOWN,LAWRENCE,TN,EMERGENCY MNGR,2 36 INCH TREES BLOWN DOWN ON A HOUSE TRAILER. POWER LINES DOWN THROUGHOUT THE COUNTY.,TNC099,Lawrence,
201906220146,2019/06/22 01:46,38.82,-102.35,1.0,GLD,H,HAIL,CHEYENNE WELLS,CHEYENNE,CO,PUBLIC,EST 60 PLUS MPH WINDS. PUBLIC SENT PICTURE OF DAMAGE TO HOUSE.,COC017,Cheyenne,E
201906220148,2019/06/22 01:48,38.69,-102.35,95.0,GLD,G,TSTM WND GST,9 S CHEYENNE WELLS,CHEYENNE,CO,STORM CHASER,MEASURED WITH A DAVIS VANTAGE VUE WHILE STATIONARY.,COC017,Cheyenne,M
201906220148,2019/06/22 01:48,43.47,-97.44,None,FSD,C,FUNNEL CLOUD,3 WSW DOLTON,HUTCHINSON,SD,TRAINED SPOTTER,,SDC067,Hutchinson,
201906220150,2019/06/22 01:50,38.80,-102.24,1.0,GLD,H,HAIL,5 SW ARAPAHOE,CHEYENNE,CO,PUBLIC,,COC017,Cheyenne,E
201906220150,2019/06/22 01:50,38.82,-102.35,1.0,GLD,H,HAIL,CHEYENNE WELLS,CHEYENNE,CO,PUBLIC,PUBLIC REPORTED 1 INCH HAIL IN DOWNTOWN CHEYENNE WELLS. DELAYED REPORT FROM LAST NIGHTS STORM. TIME ESTIMATED BASED ON RADAR AND OTHER REPORTS.,COC017,Cheyenne,E
201906220150,2019/06/22 01:50,38.70,-102.35,95.0,GLD,G,TSTM WND GST,8 S CHEYENNE WELLS,CHEYENNE,CO,STORM CHASER,,COC017,Cheyenne,E
201906220150,2019/06/22 01:50,38.82,-102.35,None,GLD,D,TSTM WND DMG,CHEYENNE WELLS,CHEYENNE,CO,PUBLIC,DELAYED REPORT FROM LAST NIGHTS STORM. PUBLIC REPORTED THUNDERSTORM WIND DAMAGE IN DOWNTOWN CHEYENNE WELLS. DAMAGE INCLUDES THE ROOF BLOWN OFF OF A HOTEL_ AN OLD GRAIN ELEVATOR BLOWN OVER_ AND SEVERA,COC017,Cheyenne,
201906220150,2019/06/22 01:50,36.51,-85.30,None,OHX,D,TSTM WND DMG,8 N LIVINGSTON,OVERTON,TN,NWS EMPLOYEE,TIN PEELED OFF BARN ON OZONE ROAD. A FEW TREES DOWN IN THE AREA.,TNC133,Overton,
201906220151,2019/06/22 01:51,38.82,-102.35,0.88,GLD,H,HAIL,CHEYENNE WELLS,CHEYENNE,CO,TRAINED SPOTTER,,COC017,Cheyenne,E
201906220151,2019/06/22 01:51,36.87,-85.23,None,LMK,D,TSTM WND DMG,2 WSW CREELSBORO,RUSSELL,KY,911 CALL CENTER,DISPATCH CENTER REPORTS TREES DOWN ACROSS POWER LINES. TIME ESTIMATED FROM RADAR.,KYC207,Russell,
201906220152,2019/06/22 01:52,36.16,-85.51,None,OHX,D,TSTM WND DMG,COOKEVILLE,PUTNAM,TN,PUBLIC,TREES AND POWERLINES DOWN COUNTY WIDE.,TNC141,Putnam,
201906220154,2019/06/22 01:54,35.96,-85.82,None,OHX,D,TSTM WND DMG,SMITHVILLE,DE KALB,TN,LAW ENFORCEMENT,TREES ABD POWERLINES DOWN COUNTY WIDE.,TNC041,De Kalb,
201906220154,2019/06/22 01:54,35.96,-85.82,None,OHX,D,TSTM WND DMG,SMITHVILLE,DE KALB,TN,LAW ENFORCEMENT,TREES AND POWERLINES DOWN COUNTY WIDE.,TNC041,De Kalb,
