VALID,VALID2,LAT,LON,MAG,WFO,TYPECODE,TYPETEXT,CITY,COUNTY,STATE,SOURCE,REMARK,UGC,UGCNAME,QUALIFIER
201906220156,2019/06/22 01:56,38.82,-102.35,0.88,GLD,H,HAIL,CHEYENNE WELLS,CHEYENNE,CO,TRAINED SPOTTER,,COC017,Cheyenne,E
201906220156,2019/06/22 01:56,38.79,-102.35,1.0,GLD,H,HAIL,2 S CHEYENNE WELLS,CHEYENNE,CO,PUBLIC,,COC017,Cheyenne,E
201906220156,2019/06/22 01:56,38.82,-102.35,62.0,GLD,G,TSTM WND GST,CHEYENNE WELLS,CHEYENNE,CO,TRAINED SPOTTER,,COC017,Cheyenne,E
201906220157,2019/06/22 01:57,36.69,-85.14,None,LMK,D,TSTM WND DMG,ALBANY,CLINTON,KY,911 CALL CENTER,TREES AND POWER LINES DOWN THROUGHOUT CLINTON COUNTY_ MAINLY NEAR ALBANY. REPORTED AT ALBANY KENTUCKY.,KYC053,Clinton,
201906220158,2019/06/22 01:58,38.17,-104.16,1.0,PUB,H,HAIL,8 SE BOONE,PUEBLO,CO,TRAINED SPOTTER,SEVERE STORM. WIND GUST MAXED OBSERVERS HOME STATION AT 60 MPH. 0.50 INCH HEAVY RAIN.,COC101,Pueblo,M
201906220200,2019/06/22 02:00,37.97,-87.53,2.4,PAH,R,HEAVY RAIN,1 SSE EVANSVILLE,VANDERBURGH,IN,TRAINED SPOTTER,STORM TOTAL RAINFALL.,INC163,Vanderburgh,M
201906220200,2019/06/22 02:00,38.80,-102.22,62.0,GLD,G,TSTM WND GST,4 SW ARAPAHOE,CHEYENNE,CO,MESONET,MESONET STATION FW2420 ARAPAHOE.,COC017,Cheyenne,M
201906220200,2019/06/22 02:00,45.88,-98.23,None,ABR,E,FLOOD,4 W HECLA,BROWN,SD,PUBLIC,WATER OVER RURAL ROADS. REPORT RELAYED VIA SOCIAL MEDIA - TIME ESTIMATED.,SDC013,Brown,
201906220202,2019/06/22 02:02,35.33,-86.53,None,HUN,D,TSTM WND DMG,6 E PETERSBURG,MOORE,TN,PUBLIC,MULTIPLE TREES DOWN AT US-231 AND 129 AND AT 127 BAGLEY HOLLOW RD.,TNC127,Moore,
201906220202,2019/06/22 02:02,36.82,-84.99,None,JKL,D,TSTM WND DMG,1 SE CABELL,WAYNE,KY,PUBLIC,TREE DOWN ON OLD SAWMILL ROAD IN CABELL OFF OF KENTUCKY HIGHWAY 1546. REPORT OBTAINED FROM SOCIAL MEDIA.,KYC231,Wayne,
201906220202,2019/06/22 02:02,36.83,-85.00,None,JKL,D,TSTM WND DMG,1 SE CABELL,WAYNE,KY,PUBLIC,TREE DOWN ON OLD SAWMILL ROAD IN CABELL OFF OF KENTUCKY HIGHWAY 1546. REPORT OBTAINED FROM SOCIAL MEDIA.,KYC231,Wayne,
201906220202,2019/06/22 02:02,36.16,-85.51,None,OHX,D,TSTM WND DMG,COOKEVILLE,PUTNAM,TN,MEDIA,TREE DOWN ON HOUSE ALONG GAINESBORO-GRADE.,TNC141,Putnam,
201906220202,2019/06/22 02:02,36.39,-85.33,None,OHX,D,TSTM WND DMG,LIVINGSTON,OVERTON,TN,PUBLIC,POWER LINES DOWN ALONG PEACH DR AND HIDDEN VALLEY LANE. TREE DOWN ALONG CELINA HWY AND STANDING STONE HWY. POWER LINES DOWN ALONG FLETCHER DR.,TNC133,Overton,
201906220202,2019/06/22 02:02,36.39,-85.33,None,OHX,D,TSTM WND DMG,LIVINGSTON,OVERTON,TN,PUBLIC,TREES AND POWERLINES DOWN COUNTY WIDE.,TNC133,Overton,
201906220203,2019/06/22 02:03,38.13,-104.02,None,PUB,D,TSTM WND DMG,FOWLER,OTERO,CO,PUBLIC,POWER OUTAGE. MEDIUM TREE LIMBS DOWN. DIME SIZE HAIL.,COC089,Otero,
201906220204,2019/06/22 02:04,38.14,-104.02,60.0,PUB,G,TSTM WND GST,1 N FOWLER,OTERO,CO,TRAINED SPOTTER,,COC089,Otero,E
201906220204,2019/06/22 02:04,34.93,-87.75,None,HUN,D,TSTM WND DMG,5 NW UNDERWOOD-PETERSVI,LAUDERDALE,AL,EMERGENCY MNGR,A TREE WAS KNOCKED DOWN AT 1300 BLOCK OF CR 11.,ALC077,Lauderdale,
201906220204,2019/06/22 02:04,36.57,-85.13,None,OHX,D,TSTM WND DMG,BYRDSTOWN,PICKETT,TN,LAW ENFORCEMENT,TREES AND POWER LINES DOWN COUNTY WIDE.,TNC137,Pickett,
201906220205,2019/06/22 02:05,39.71,-96.33,4.0,TOP,R,HEAVY RAIN,4 W VERMILLION,MARSHALL,KS,TRAINED SPOTTER,CORRECTS PREVIOUS HEAVY RAIN REPORT FROM 4 W VERMILLION. STORM TOTAL AS OF 9 PM. STILL RAINING.,KSC117,Marshall,E
201906220205,2019/06/22 02:05,39.71,-96.33,4.0,TOP,R,HEAVY RAIN,4 W VERMILLION,MARSHALL,KS,TRAINED SPOTTER,STORM TOTAL SINCE 9 PM. STILL RAINING.,KSC117,Marshall,E
201906220206,2019/06/22 02:06,34.91,-88.06,None,HUN,D,TSTM WND DMG,1 ESE WATERLOO,LAUDERDALE,AL,EMERGENCY MNGR,MULTIPLE TREES DOWN IN THE WATERLOO AND FLORENCE COMMUNITIES.,ALC077,Lauderdale,
201906220206,2019/06/22 02:06,36.24,-86.40,None,OHX,D,TSTM WND DMG,CAIRO BEND,WILSON,TN,NWS EMPLOYEE,TREES DOWN,TNC189,Wilson,
201906220208,2019/06/22 02:08,35.27,-86.58,60.0,HUN,G,TSTM WND GST,5 SE PETERSBURG,LINCOLN,TN,TRAINED SPOTTER,,TNC103,Lincoln,E
201906220208,2019/06/22 02:08,35.37,-86.33,None,HUN,D,TSTM WND DMG,6 NNE LYNCHBURG,MOORE,TN,EMERGENCY MNGR,MULTIPLE TREES DOWN ACROSS DANIEL HOLLOW RD AND FIVE POINTS RD.,TNC127,Moore,
201906220209,2019/06/22 02:09,35.37,-86.22,None,OHX,D,TSTM WND DMG,TULLAHOMA,COFFEE,TN,EMERGENCY MNGR,TREES DOWN IN TULLAHOMA AND ACROSS NORTHERN COFFEE COUNTY.,TNC031,Coffee,
201906220210,2019/06/22 02:10,35.96,-85.82,65.0,OHX,G,TSTM WND GST,SMITHVILLE,DE KALB,TN,TRAINED SPOTTER,ESTIMATED 60-65 MPH GUST,TNC041,De Kalb,E
201906220210,2019/06/22 02:10,35.34,-86.38,None,HUN,D,TSTM WND DMG,4 NNW LYNCHBURG,MOORE,TN,PUBLIC,MULTIPLE TREES DOWN NEAR WISEMAN RD_ ANDERSON RD_ TN-82_ BEDFORD HOLLOW RD_ AND COUNTYLINE RD.,TNC127,Moore,
201906220211,2019/06/22 02:11,36.84,-84.85,None,JKL,D,TSTM WND DMG,MONTICELLO,WAYNE,KY,BROADCAST MEDIA,A UTILITY POLE FELL NEXT TO A FIREWORK TENT AT THE CUMBERLAND CROSSING SHOPPING CENTER IN MONTICELLO AND THEN THE TENT CAME DOWN 5 MINUTES LATER WITH ANOTHER WIND GUST.,KYC231,Wayne,
201906220211,2019/06/22 02:11,35.66,-85.84,None,OHX,D,TSTM WND DMG,4 WSW MCMINNVILLE,WARREN,TN,PUBLIC,PUBLIC REPORTED 18 TREES BLOWN DOWN AROUND THEIR HOME AT 499 PEACH AVE NEAR MCMINNVILLE.,TNC177,Warren,
201906220212,2019/06/22 02:12,35.31,-86.33,None,HUN,D,TSTM WND DMG,3 NE LYNCHBURG,MOORE,TN,EMERGENCY MNGR,MULTIPLE TREES DOWN ACROSS PRICE HOLLOW RD_ COBB HOLLOW RD_ AND PLEASANT HILL RD.,TNC127,Moore,
201906220215,2019/06/22 02:15,36.87,-84.83,None,JKL,D,TSTM WND DMG,2 NNE MONTICELLO,WAYNE,KY,EMERGENCY MNGR,NUMEROUS TREES DOWN IN AND NORTH OF MONTICELLO ALONG KY HWY 90. THIS RESULTED IN POWERLINES BEING KNOCKED DOWN...LEADING TO OVER 4_000 POWER OUTAGES. A FEW TIN ROOFS WERE ALSO BLOWN OFF OF BUILDINGS.,KYC231,Wayne,
201906220216,2019/06/22 02:16,35.27,-86.39,None,HUN,D,TSTM WND DMG,2 WSW LYNCHBURG,MOORE,TN,EMERGENCY MNGR,MULTIPLE TREES DOWN ACROSS BUCKEYE LOOP_ FAYETTEVILLE HWY_ WINCHESTER HWY_ AND NORMAN WISEMAN RD.,TNC127,Moore,
201906220218,2019/06/22 02:18,35.28,-86.31,None,HUN,D,TSTM WND DMG,3 E LYNCHBURG,MOORE,TN,EMERGENCY MNGR,MULTIPLE TREES DOWN ACROSS HURRICANE CREEK RD_ GRIFFIN RD_ CHESTNUT RIDGE RD_ GALBRETH RD_ AND RIDGEVILLE RD.,TNC127,Moore,
201906220218,2019/06/22 02:18,35.15,-86.57,None,HUN,D,TSTM WND DMG,FAYETTEVILLE,LINCOLN,TN,LAW ENFORCEMENT,TREES WERE KNOCKED DOWN AT MULTIPLE LOCATIONS IN LINCOLN. SPECIFICS NOT AVAILABLE AS OF YET.,TNC103,Lincoln,
201906220219,2019/06/22 02:19,34.75,-87.70,None,HUN,D,TSTM WND DMG,1 S SHEFFIELD,COLBERT,AL,EMERGENCY MNGR,CORRECTS PREVIOUS TSTM WND DMG REPORT FROM 1 S SHEFFIELD. POWER LINES DOWN WITHIN THE SHEFFIELD AND MUSCLE SHOALS COMMUNITIES.,ALC033,Colbert,
201906220220,2019/06/22 02:20,34.86,-87.73,None,HUN,D,TSTM WND DMG,2 SW UNDERWOOD-PETERSVI,LAUDERDALE,AL,EMERGENCY MNGR,CORRECTS PREVIOUS TSTM WND DMG REPORT FROM 2 SW UNDERWOOD-PETERSVILLE. TREE DOWN NEAR THE INTERSECTION OF COUNTY ROAD 41 AND RASCH ROAD.,ALC077,Lauderdale,
201906220220,2019/06/22 02:20,34.86,-87.73,None,HUN,D,TSTM WND DMG,2 SW UNDERWOOD-PETERSVI,LAUDERDALE,AL,EMERGENCY MNGR,TREE DOWN NEAR THE INTERSECTION OF COUNTY ROAD 41 AND RASH ROAD.,ALC077,Lauderdale,
201906220220,2019/06/22 02:20,34.91,-87.64,None,HUN,D,TSTM WND DMG,3 NNW SAINT FLORIAN,LAUDERDALE,AL,EMERGENCY MNGR,A TREE WAS KNOCKED DOWN ONTO THE INTERSECTION OF CR 24 AND CR 28.,ALC077,Lauderdale,
201906220220,2019/06/22 02:20,36.19,-85.02,None,OHX,D,TSTM WND DMG,13 ENE MONTEREY,FENTRESS,TN,NWS STORM SURVEY,A MICROBURST CAUSED SUBSTANTIAL WIND DAMAGE IN AND AROUND CLARKRANGE. THE FRONT PORCH OF A FUNERAL HOME WAS BLOWN DOWN...ANOTHER FUNERAL HOME SUFFERED ROOF DAMAGE...SHEET METAL ROOFING WAS BLOWN OFF ,TNC049,Fentress,
201906220220,2019/06/22 02:20,36.43,-84.94,None,OHX,D,TSTM WND DMG,JAMESTOWN,FENTRESS,TN,AMATEUR RADIO,COUNTY WIDE TREE DAMAGE AND POWER OUTAGES.,TNC049,Fentress,
201906220222,2019/06/22 02:22,35.29,-86.37,None,HUN,D,TSTM WND DMG,1 WNW LYNCHBURG,MOORE,TN,LAW ENFORCEMENT,TREES HAVE BEEN KNOCKED DOWN AT MULTIPLE LOCATIONS IN MOORE COUNTY.,TNC127,Moore,
201906220222,2019/06/22 02:22,35.22,-86.32,None,HUN,D,TSTM WND DMG,5 SSE LYNCHBURG,MOORE,TN,EMERGENCY MNGR,MULTIPLE TREES DOWN ACROSS TANYARD HILL RD_ LEE GRAY RD_ AND LITTLE BEAN HOLLOW RD.,TNC127,Moore,
201906220222,2019/06/22 02:22,35.69,-85.78,None,OHX,D,TSTM WND DMG,MCMINNVILLE,WARREN,TN,LAW ENFORCEMENT,TREES DOWN COUNTY WIDE.,TNC177,Warren,
201906220224,2019/06/22 02:24,29.37,-100.92,64.0,EWX,G,TSTM WND GST,2 WNW DEL RIO,VAL VERDE,TX,ASOS,MEASURED AT KDRT.,TXC465,Val Verde,M
201906220224,2019/06/22 02:24,36.38,-84.80,None,OHX,T,TORNADO,8 ESE JAMESTOWN,FENTRESS,TN,NWS STORM SURVEY,AN EF1 TORNADO TOUCHED DOWN IN THE ARMATHWAITE COMMUNITY WEST OF BRANNON LANE AND MOVED EAST ACROSS STOCKTON ROAD...MT HELEN ROAD...HM BROOKS ROAD...CHESTNUT RIDGE ROAD...AND SAM SMITH ROAD BEFORE LI,TNC049,Fentress,
201906220225,2019/06/22 02:25,29.40,-100.93,None,EWX,D,TSTM WND DMG,3 NNW DEL RIO,VAL VERDE,TX,PUBLIC,LARGE TREE TOPPLED_ PICTURE VIA TWITTER.,TXC465,Val Verde,
201906220225,2019/06/22 02:25,29.40,-100.93,None,EWX,D,TSTM WND DMG,3 NW DEL RIO,VAL VERDE,TX,TRAINED SPOTTER,MAJOR TREE DAMAGE_ PICTURE FROM TWITTER.,TXC465,Val Verde,
201906220226,2019/06/22 02:26,35.16,-86.57,None,HUN,D,TSTM WND DMG,1 NW FAYETTEVILLE,LINCOLN,TN,911 CALL CENTER,TREES DOWN ACROSS THE COUNTY.,TNC103,Lincoln,
201906220226,2019/06/22 02:26,35.19,-86.36,None,HUN,D,TSTM WND DMG,7 S LYNCHBURG,MOORE,TN,EMERGENCY MNGR,MULTIPLE TREES DOWN ACROSS WET PRONG RD AND OAK GROVE RD.,TNC127,Moore,
201906220228,2019/06/22 02:28,35.95,-85.04,None,OHX,D,TSTM WND DMG,CROSSVILLE,CUMBERLAND,TN,EMERGENCY MNGR,TREE DOWN OVER HWY 70 N AND POWER OUTAGES IN CUMBERLAND COUNTY.,TNC035,Cumberland,
201906220229,2019/06/22 02:29,38.81,-101.86,60.0,GLD,G,TSTM WND GST,6 ESE WESKAN,WALLACE,KS,TRAINED SPOTTER,ESTIMATE WIND OVER 60 MPH.,KSC199,Wallace,E
201906220229,2019/06/22 02:29,38.81,-101.86,None,GLD,B,DOWNBURST,6 ESE WESKAN,WALLACE,KS,TRAINED SPOTTER,CORRECTS PREVIOUS DOWNBURST REPORT FROM 6 ESE WESKAN. CORRECTS PREVIOUS TSTM WND GST REPORT FROM 6 ESE WESKAN. ESTIMATE WIND OVER 60 MPH. SPOTTER CALLED BACK REPORTING THAT THE DOWNBRUST TOOK OUT A 6,KSC199,Wallace,
201906220229,2019/06/22 02:29,38.81,-101.86,None,GLD,B,DOWNBURST,6 ESE WESKAN,WALLACE,KS,TRAINED SPOTTER,CORRECTS PREVIOUS TSTM WND GST REPORT FROM 6 ESE WESKAN. ESTIMATE WIND OVER 60 MPH.,KSC199,Wallace,
201906220230,2019/06/22 02:30,38.22,-103.73,1.0,PUB,H,HAIL,1 E ORDWAY,CROWLEY,CO,COCORAHS,,COC025,Crowley,M
201906220230,2019/06/22 02:30,38.90,-101.75,1.5,GLD,H,HAIL,SHARON SPRINGS,WALLACE,KS,PUBLIC,,KSC199,Wallace,E
201906220230,2019/06/22 02:30,36.93,-84.60,None,JKL,D,TSTM WND DMG,2 SE QUINTON,PULASKI,KY,911 CALL CENTER,TREE DOWN ON DANNY DRIVE.,KYC199,Pulaski,
201906220230,2019/06/22 02:30,35.93,-85.47,None,OHX,D,TSTM WND DMG,SPARTA,WHITE,TN,LAW ENFORCEMENT,TREES DOWN COUNTY WIDE.,TNC185,White,
201906220232,2019/06/22 02:32,38.90,-101.75,1.75,GLD,H,HAIL,SHARON SPRINGS,WALLACE,KS,PUBLIC,REPORT RECEIVED VIA SOCIAL MEDIA.,KSC199,Wallace,E
201906220232,2019/06/22 02:32,38.90,-101.75,80.0,GLD,G,TSTM WND GST,SHARON SPRINGS,WALLACE,KS,PUBLIC,REPORT RECEIVED VIA SOCIAL MEDIA.,KSC199,Wallace,E
201906220232,2019/06/22 02:32,38.89,-101.75,None,GLD,D,TSTM WND DMG,SHARON SPRINGS,WALLACE,KS,PUBLIC,TREE FELL ON A TRUCK. EST GOLF BALL SIZE HAIL AND 80 PLUS MPH WIND GUSTS.,KSC199,Wallace,
201906220232,2019/06/22 02:32,34.65,-87.52,None,HUN,D,TSTM WND DMG,4 S LEIGHTON,COLBERT,AL,EMERGENCY MNGR,POWER LINES DOWN ON LOWERY RD SOUTH OF LEIGHTON.,ALC033,Colbert,
201906220234,2019/06/22 02:34,29.36,-100.78,70.0,EWX,G,TSTM WND GST,LAUGHLIN AFB,VAL VERDE,TX,AWOS,MEASURED AT KDLF.,TXC465,Val Verde,M
201906220234,2019/06/22 02:34,38.90,-101.78,94.0,GLD,G,TSTM WND GST,2 WNW SHARON SPRINGS,WALLACE,KS,MESONET,,KSC199,Wallace,M
201906220237,2019/06/22 02:37,38.91,-101.72,1.75,GLD,H,HAIL,2 ENE SHARON SPRINGS,WALLACE,KS,STORM CHASER,,KSC199,Wallace,E
201906220237,2019/06/22 02:37,35.26,-85.75,None,OHX,D,TSTM WND DMG,TRACY CITY,GRUNDY,TN,LAW ENFORCEMENT,TREES DOWN IN TRACY CITY AND MONTEAGLE.,TNC061,Grundy,
201906220238,2019/06/22 02:38,38.87,-101.97,None,GLD,D,TSTM WND DMG,1 NNW WESKAN,WALLACE,KS,PUBLIC,REPORT OF WIND DAMAGE IN THE TOWN OF WESKAN_ KS. LARGE BRANCHES BROKEN AND ONE LARGE TREE UPROOTED.,KSC199,Wallace,
201906220238,2019/06/22 02:38,34.93,-86.59,None,HUN,D,TSTM WND DMG,1 WNW HAZEL GREEN,MADISON,AL,PUBLIC,TREE DOWN ON POWER LINES NEAR THE INTERSECTION OF BRITT ADAM LANE AND WEST LIMESTONE ROAD. WEST LIMESTONE ROAD IMPASSIBLE. TIME ESTIMATED FROM RADAR.,ALC089,Madison,
201906220240,2019/06/22 02:40,45.59,-98.18,2.68,ABR,R,HEAVY RAIN,2 N PUTNEY,BROWN,SD,PUBLIC,RELAYED THROUGH SOCIAL MEDIA.,SDC013,Brown,M
201906220240,2019/06/22 02:40,34.98,-86.85,None,HUN,D,TSTM WND DMG,1 W ARDMORE,LIMESTONE,AL,911 CALL CENTER,SEVERAL TREES AND POWER LINES DOWN IN THE ARDMORE COMMUNITY AND IN THE 7 MILE POST AREA.,ALC083,Limestone,
201906220240,2019/06/22 02:40,36.72,-84.48,None,JKL,D,TSTM WND DMG,WHITLEY CITY,MCCREARY,KY,911 CALL CENTER,TREES DOWN ALL OVER COUNTY_ ESPEICALLY ACROSS THE NORTHERN HALF OF THE COUNTY.,KYC147,McCreary,
201906220241,2019/06/22 02:41,35.19,-86.11,None,HUN,D,TSTM WND DMG,WINCHESTER,FRANKLIN,TN,LAW ENFORCEMENT,NUMEROUS REPORTS OF TREES AND POWER LINES BEING KNOCKED DOWN THROUGHOUT THE COUNTY.,TNC051,Franklin,
201906220241,2019/06/22 02:41,35.19,-86.11,None,HUN,D,TSTM WND DMG,WINCHESTER,FRANKLIN,TN,LAW ENFORCEMENT,TREES AND POWER LINES DOWN AT MULTIPLE LOCATIONS THROUGHOUT THE COUNTY.,TNC051,Franklin,
201906220242,2019/06/22 02:42,48.76,-108.60,2.02,TFX,R,HEAVY RAIN,7 SSE HOGELAND,BLAINE,MT,TRAINED SPOTTER,RAINFALL SINCE 7 AM THIS MORNING.,MTC005,Blaine,M
201906220243,2019/06/22 02:43,35.74,-85.46,None,OHX,D,TSTM WND DMG,SPENCER,VAN BUREN,TN,LAW ENFORCEMENT,TREES DOWN COUNTY WIDE.,TNC175,Van Buren,
201906220244,2019/06/22 02:44,38.05,-103.51,70.0,PUB,G,TSTM WND GST,4 S CHERAW,OTERO,CO,ASOS,CORRECTS PREVIOUS TSTM WND GST REPORT FROM 4 S CHERAW. GUST OCCURRED 8:44 PM_ RECEIVED ON 8:53 OBSERVATION. OUTFLOW WINDS FROM STORMS IN CROWLEY COUNTY.,COC089,Otero,M
201906220245,2019/06/22 02:45,34.86,-86.56,48.0,HUN,G,TSTM WND GST,1 SSE MERIDIANVILLE,MADISON,AL,AWOS,,ALC089,Madison,M
201906220245,2019/06/22 02:45,36.41,-84.50,None,MRX,D,TSTM WND DMG,1 W HUNTSVILLE,SCOTT,TN,911 CALL CENTER,REPORTS OF TREES DOWN ACROSS THE COUNTY.,TNC151,Scott,
201906220249,2019/06/22 02:49,34.80,-86.97,None,HUN,D,TSTM WND DMG,1 NNW ATHENS,LIMESTONE,AL,911 CALL CENTER,POWER LINES DOWN WITHIN THE ATHENS COMMUNITY.,ALC083,Limestone,
201906220249,2019/06/22 02:49,35.71,-86.70,None,OHX,D,TSTM WND DMG,3 SW EAGLEVILLE,MARSHALL,TN,SOCIAL MEDIA,PHOTO OF TREE OVER FULLER RD IN COLLEGE GROVE.,TNC117,Marshall,
201906220250,2019/06/22 02:50,36.31,-84.77,None,MRX,D,TSTM WND DMG,5 SW RUGBY,MORGAN,TN,911 CALL CENTER,COUPLE OF TREES DOWN ON PETERS FORD RD.,TNC129,Morgan,
201906220251,2019/06/22 02:51,38.20,-103.51,0.75,PUB,H,HAIL,6 N CHERAW,CROWLEY,CO,STORM CHASER,,COC025,Crowley,E
201906220253,2019/06/22 02:53,38.05,-103.51,70.0,PUB,G,TSTM WND GST,4 S CHERAW,OTERO,CO,ASOS,OUTFLOW WINDS FROM STORMS IN CROWLEY COUNTY.,COC089,Otero,M
201906220255,2019/06/22 02:55,34.72,-86.73,None,HUN,D,TSTM WND DMG,2 NE MADISON,MADISON,AL,NWS EMPLOYEE,TREE FELL ON ROAD AT THE INTERSECTION OF EASTVIEW DRIVE AND MABRY DRIVE.,ALC089,Madison,
201906220256,2019/06/22 02:56,48.50,-99.71,3.1,BIS,R,HEAVY RAIN,WOLFORD,PIERCE,ND,PUBLIC,RAINFALL FROM 3PM TO 930 PM. RELAYED THROUGH BROADCAST MEDIA.,NDC069,Pierce,E
201906220300,2019/06/22 03:00,34.60,-87.02,None,HUN,D,TSTM WND DMG,3 NW DECATUR,MORGAN,AL,EMERGENCY MNGR,SEVERAL TREES DOWN ACROSS DECATUR NEAR MOULTON HEIGHTS NEIGHBORHOOD.,ALC103,Morgan,
201906220300,2019/06/22 03:00,35.94,-84.55,None,MRX,D,TSTM WND DMG,1 ENE HARRIMAN,ROANE,TN,EMERGENCY MNGR,POWER LOSS IN HIDDEN ACRES AREA. 911 CENTER REPORTS SCATTERED TREES DOWN.,TNC145,Roane,
201906220301,2019/06/22 03:01,36.72,-84.14,None,JKL,D,TSTM WND DMG,2 SE WILLIAMSBURG,WHITLEY,KY,911 CALL CENTER,TREE DOWN ON A HOUSE ON TACKETT CREEK RD.,KYC235,Whitley,
201906220301,2019/06/22 03:01,35.61,-85.21,None,MRX,D,TSTM WND DMG,1 W PIKEVILLE,BLEDSOE,TN,911 CALL CENTER,FEW REPORTS OF TREES DOWN ACROSS THE COUNTY.,TNC007,Bledsoe,
201906220304,2019/06/22 03:04,34.35,-85.98,None,HUN,D,TSTM WND DMG,2 SE GERALDINE,DEKALB,AL,EMERGENCY MNGR,TREE AND POWER LINES DOWN ON COUNTY ROAD 583.,ALC049,DeKalb,
201906220304,2019/06/22 03:04,35.93,-84.56,None,MRX,D,TSTM WND DMG,HARRIMAN,ROANE,TN,911 CALL CENTER,SEVERAL TREES DOWN NEAR HARRIMAN.,TNC145,Roane,
201906220308,2019/06/22 03:08,38.76,-101.75,None,GLD,D,TSTM WND DMG,9 S SHARON SPRINGS,WALLACE,KS,PUBLIC,SHARON SPRINGS HAS TREES DOWN AND CAR WINDOWS BROKEN. POWER OUT IN PARTS OF SHARON SPRINGS.,KSC199,Wallace,
201906220310,2019/06/22 03:10,34.98,-85.62,None,HUN,D,TSTM WND DMG,6 ENE BRIDGEPORT,JACKSON,AL,EMERGENCY MNGR,MINOR DAMAGE TO A HOME ON COUNTY ROAD 159 IN THE BRYANT COMMUNITY. TIME ESTIMATED FROM RADAR.,ALC071,Jackson,
201906220312,2019/06/22 03:12,36.20,-84.04,None,MRX,D,TSTM WND DMG,ANDERSONVILLE,ANDERSON,TN,AMATEUR RADIO,GAZEBO AND OTHER DEBRIS BLOWN INTO BUFFALO ROAD IN ANDERSONVILLE.,TNC001,Anderson,
201906220313,2019/06/22 03:13,35.56,-84.95,None,MRX,D,TSTM WND DMG,EVENSVILLE,RHEA,TN,TRAINED SPOTTER,DOWNED POWER LINES AND DOWNED TREES IN THE AREA OF EVENSVILLE TN.,TNC143,Rhea,
201906220313,2019/06/22 03:13,35.56,-84.95,None,MRX,D,TSTM WND DMG,EVENSVILLE,RHEA,TN,TRAINED SPOTTER,DOWNED POWER LINES IN THE AREA OF EVENSVILLE TN.,TNC143,Rhea,
201906220315,2019/06/22 03:15,36.37,-84.14,None,MRX,D,TSTM WND DMG,1 WSW LA FOLLETTE,CAMPBELL,TN,911 CALL CENTER,EXTENSIVE DOWNED TREES ACROSS THE COUNTY.,TNC013,Campbell,
201906220315,2019/06/22 03:15,35.15,-85.59,None,MRX,D,TSTM WND DMG,3 WSW MARTIN SPRINGS,MARION,TN,911 CALL CENTER,EXTENSIVE NUMBERS OF TREES AND POWER LINES DOWN ACROSS THE COUNTY.,TNC115,Marion,
201906220318,2019/06/22 03:18,48.91,-99.77,2.42,BIS,R,HEAVY RAIN,4 SW SAINT JOHN,ROLETTE,ND,PUBLIC,RAINFALL TODAY. YESTERDAY RECORDED 0.56 INCHES. RELAYED BY BROADCAST MEDIA.,NDC079,Rolette,M
201906220319,2019/06/22 03:19,36.12,-84.17,None,MRX,D,TSTM WND DMG,3 NW CLINTON,ANDERSON,TN,911 CALL CENTER,SEVERAL REPORTS OF TREES DOWN ACROSS THE COUNTY.,TNC001,Anderson,
201906220320,2019/06/22 03:20,39.01,-101.18,2.5,GLD,H,HAIL,5 SE WINONA,LOGAN,KS,EMERGENCY MNGR,SECOND HAND REPORT FROM THE EM.,KSC109,Logan,E
201906220320,2019/06/22 03:20,34.72,-86.56,None,HUN,D,TSTM WND DMG,4 E HUNTSVILLE,MADISON,AL,BROADCAST MEDIA,TREE DOWN ON POWER LINE_ CAUSING POWER OUTAGE ALONG GOVERNORS DRIVE. LARGE TREE LIMBS DOWN.,ALC089,Madison,
201906220322,2019/06/22 03:22,34.57,-86.44,None,HUN,D,TSTM WND DMG,2 SE OWENS CROSSROADS,MADISON,AL,PUBLIC,TREE DOWN ON HOME NEAR THE INTERSECTION OF ED SPEARS ROAD AND SEDGEWICK DRIVE.,ALC089,Madison,
